Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
7/17/2018 11:40,7/17/2018 12:00,Manhattan,Central Park,"North Woods along fence west of the Ravine, close to Huddlestone Arch",Raccoon,Public,Native,Dead on arrival,1,Juvenile,Small Mammals-RVS,1-1-1588182966,Submitted for DEC Testing,1,FALSE,FALSE,,,FALSE,FALSE,
4/2/2019 11:00,4/2/2019 11:20,Manhattan,Central Park,Northwoods near 102nd St Cross Over,Coopers Hawk,"Conservancies/""Friends of"" Groups",Native,No data,0.5,Juvenile,Raptors,No data,Submitted for DEC Testing,1,FALSE,FALSE,,,FALSE,FALSE,
7/24/2018 14:31,7/24/2018 14:31,Manhattan,Central Park,,Red-tailed Hawk,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Juvenile,Raptors,,Unfounded,,FALSE,FALSE,,,FALSE,FALSE,
10/19/2018 11:30,10/19/2018 11:45,Brooklyn,Prospect Park,"Prospect Park Lake, across from the Peristyle",Mute Swan,Central,Invasive,Injured,0.5,Juvenile,Birds,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
5/25/2019 11:00,5/25/2019 14:00,Brooklyn,Bushwick Inlet Park,Near water,Canada Goose,Public,Native,Injured,3,Juvenile,Birds,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
10/1/2018 11:30,10/1/2018 12:00,Brooklyn,Red Hook Recreation Area,Near the food trucks,Gray squirrel,Public,Native,Injured,1.5,Juvenile,Small Mammals-non RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
9/11/2018 10:40,9/11/2018 10:50,Bronx,Merriam Playground,"""Rear path""",Cat,Central,Domestic,No data,0.75,Juvenile,Domestic,1-1-1613698400,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
8/9/2018 22:00,8/10/2018 9:45,Brooklyn,Prospect Park,Harmony Playground,Red Tail,Employee,Native,No data,12,Juvenile,Raptors,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
7/15/2018 13:15,7/15/2018 13:46,Queens,Astoria Park,,Red Tailed Hawk,Central,Native,No data,1,Juvenile,Raptors,1-11-587739991,Unfounded,,FALSE,FALSE,,,FALSE,FALSE,
7/18/2018 16:30,7/18/2018 16:45,Bronx,Van Cortlandt Park,,Squirrells,Central,Native,No data,0.25,Juvenile,Small Mammals-RVS,,Unfounded,,FALSE,FALSE,,,FALSE,FALSE,
9/1/2018 10:15,9/1/2018 10:15,Manhattan,Central Park,Southside entrance of the MET garage,Raccoon,Central,Native,No data,0.75,Juvenile,Small Mammals-RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
9/1/2018 7:45,9/1/2018 9:40,Manhattan,Central Park,"W93rd street, Wild West Playground",Raccoon,"Conservancies/""Friends of"" Groups",Native,No data,0.5,Juvenile,Small Mammals-RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
8/20/2018 11:15,8/20/2018 0:35,Manhattan,Central Park,Delecorte theater/ sec 4,Raccoon,Other,Native,No data,1,Juvenile,Small Mammals-RVS,1-1-1605102041,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
8/16/2018 11:30,8/16/2018 11:30,Manhattan,Central Park,79th Street Transverse West on sidewalk,Raccoon,Public,Native,No data,0.5,Juvenile,Small Mammals-RVS,No data,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
8/9/2018 8:30,8/9/2018 10:05,Manhattan,Central Park,Ramble - area known as Oven,raccoon,"Conservancies/""Friends of"" Groups",Native,No data,0.75,Juvenile,Small Mammals-RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
7/28/2018 7:45,7/29/2018 12:27,Manhattan,Central Park,"Near the Pioneers Gate, at 110th and 5th Ave",Raccoon,Public,Native,No data,0.25,Juvenile,Small Mammals-RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
7/25/2018 9:00,7/25/2018 9:15,Manhattan,Central Park,110th playground/ Harlem Meer,Raccoon,Public,Native,No data,0.5,Juvenile,Small Mammals-RVS,1-11-594088217,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
7/19/2018 10:15,7/19/2018 12:25,Queens,Alley Pond Park,,Raccoon,"Conservancies/""Friends of"" Groups",Native,No data,0.25,Juvenile,Small Mammals-RVS,1-1-1588253180,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
8/19/2018 11:40,8/19/2018 12:10,Manhattan,Central Park,"West 77th and the West drive, near Oakbridge",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Multiple,Small Mammals-RVS,1-1-1605149720,Animal Care Center,2,FALSE,FALSE,,,FALSE,FALSE,38672
8/4/2018 16:00,8/4/2018 16:00,Manhattan,Central Park,Accross from Dana Center on lawn near park entrance,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Multiple,Small Mammals-RVS,1-1-1599567881,Animal Care Center,1,FALSE,FALSE,,,FALSE,FALSE,37074
7/11/2018 9:30,7/11/2018 10:00,Manhattan,Central Park,one in lasker rink,Raccoon,"Conservancies/""Friends of"" Groups",Native,Dead on arrival,5,Multiple,Small Mammals-RVS,1-11-587408810,Animal Care Center,3,FALSE,FALSE,,,FALSE,FALSE,34117
8/10/2018 9:10,8/10/2018 9:20,Queens,Fort Totten Park,In front of the pool near Story Rd,Raccoon,Central,Native,Healthy,0.75,Multiple,Small Mammals-RVS,1-1-1602446910,Relocated/Condition Corrected,3,FALSE,FALSE,,,FALSE,FALSE,
8/25/2018 17:30,8/25/2018 17:45,Manhattan,Central Park,Dana Center,Turtle,"Conservancies/""Friends of"" Groups",Invasive,No data,0.25,Multiple,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
10/23/2018 13:00,10/23/2018 14:00,Bronx,Riverdale Playground,Unfounded,Cat,Central,Domestic,No data,0.5,Multiple,Domestic,1-1-1633239481,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
4/6/2019 16:00,4/6/2019 16:00,Manhattan,Randall's Island Park,Northeast part of the park connecting to the bronx,Opossum,"Conservancies/""Friends of"" Groups",Native,No data,0.25,Multiple,Small Mammals-non RVS,,Unfounded,1,FALSE,FALSE,,,FALSE,FALSE,
1/12/2019 1:00,1/12/2019 11:30,Manhattan,J. Hood Wright Park,Unfound. Perimeter?,Raccoon,Central,Native,No data,0.5,Multiple,Small Mammals-RVS,1-1-1668935022,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
10/20/2018 9:30,10/20/2018 10:00,Brooklyn,Prospect Park,South of LeFrak Center,Goose - White Pygmy,Central,Native,Injured,1,Adult,Birds,1-1-1633239120,Animal Care Center,1,FALSE,TRUE,,0.5,FALSE,FALSE,45032
10/26/2018 16:50,10/26/2018 17:16,Staten Island,Willowbrook Park,Victory Blvd and Morani Street,Deer,Employee,Native,Injured,3,Adult,Deer,1-1-1636205992,Animal Care Center,1,FALSE,TRUE,,3,TRUE,TRUE,
6/28/2018 15:50,6/28/2018 16:00,Manhattan,Central Park,,Raccoon,Other,Native,Injured,1.5,Adult,Small Mammals-RVS,1-11-578998211,Animal Care Center,1,FALSE,TRUE,,,FALSE,FALSE,39582
3/29/2019 12:12,3/29/2019 0:42,Brooklyn,Shore Park and Parkway,"40.634161, -74.038561",Raccoon,Employee,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1700071330,Animal Care Center,1,FALSE,TRUE,,0.25,FALSE,FALSE,58532
2/5/2019 16:00,2/5/2019 4:40,Brooklyn,Prospect Park,"Wellhouse drive (40.656554,-73.971189)",Raccoon,Employee,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,1-1-1674319574,Animal Care Center,1,FALSE,TRUE,,0.5,FALSE,FALSE,69383
12/3/2018 13:00,12/2/2018 13:30,Brooklyn,Prospect Park,"40.6559,-739651  On tree by lake between Lakeside and Grecian Shelter",Raccoon,Employee,Native,Unhealthy,5,Adult,Small Mammals-RVS,1-1-1652315100,Animal Care Center,2,FALSE,TRUE,,2,FALSE,FALSE,48702
10/25/2018 9:30,10/25/2018 15:30,Brooklyn,Prospect Park,Wellhouse Drive   40.656628 - 73.970484,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,4,Adult,Small Mammals-RVS,1-1-1636062010,Animal Care Center,1,FALSE,TRUE,,2,FALSE,FALSE,45525
10/14/2018 17:45,10/14/2018 17:50,Brooklyn,Prospect Park,Zucker Natural Exploration Area across from East Drive,Raccoon,Other,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1626614841,Animal Care Center,1,FALSE,TRUE,,1,FALSE,FALSE,44518
8/9/2018 7:30,8/9/2018 9:00,Manhattan,Central Park,E 102nd St and East Drive.  South of Compost Hill,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,4,Adult,Small Mammals-RVS,1-1-1599116596,Animal Care Center,1,FALSE,TRUE,,3.5,TRUE,FALSE,37618
7/29/2018 15:20,7/29/2018 15:30,Manhattan,Central Park,"Rumsey Playfield, just south of Summer Stage venue, 69th st and East Drive",Raccoon,Employee,Native,Unhealthy,0.75,Adult,Small Mammals-RVS,1-1-1594035570,Animal Care Center,1,FALSE,TRUE,,0.5,FALSE,FALSE,36370
7/16/2018 13:00,7/16/2018 13:10,Manhattan,Central Park,Playground by Dana Center,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,1,Adult,Small Mammals-RVS,,Advised/Educated others,1,FALSE,TRUE,,1,FALSE,FALSE,
10/12/2018 16:50,10/12/2018 16:50,Brooklyn,Prospect Park,Nethermead Ravine Path by Center Drive,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,,Advised/Educated others,1,FALSE,TRUE,,1,FALSE,FALSE,
9/11/2018 11:30,9/11/2018 13:15,Staten Island,Bradys Pond Park,Pond,,Employee,No data,Dead on arrival,1.5,Adult,Other,,Monitored Animal,7,FALSE,TRUE,,0.5,FALSE,FALSE,
12/3/2018 11:30,12/3/2018 12:00,Brooklyn,Marine Park,On the Burnett St path between Avenue V and Avenue U,Swan,Public,Invasive,Healthy,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
9/13/2018 14:30,9/13/2018 14:50,Manhattan,Central Park,Conservatory Water,Mallard Duck,Public,Native,Healthy,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
4/3/2019 10:30,4/3/2019 11:00,Queens,Kissena Park,Kissena Lake,Mute Swan,Public,Native,Healthy,0.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
8/25/2018 11:38,8/25/2018 14:00,Manhattan,Central Park,Playground at E 76St,Rabbit,Public,Domestic,Healthy,1.5,Adult,Domestic,1-1-1608742858,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
3/16/2019 15:00,3/16/2019 15:00,Bronx,Orchard Beach,"40.87193,-73.78329",Harbor Seal,Observed by Ranger,Native,Healthy,3.5,Adult,Other,,Monitored Animal,1,FALSE,TRUE,,3.5,FALSE,FALSE,
5/10/2019 10:30,5/10/2019 14:30,Brooklyn,Prospect Park,Ravine,No data,Employee,Native,Healthy,4,Adult,Raptors,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
5/11/2019 9:00,5/11/2019 10:30,Brooklyn,Maria Hernandez Park,Starr and Knickerbocker Ave,Red-tailed Hawk,Central,Native,Healthy,1,Adult,Raptors,,Monitored Animal,2,FALSE,TRUE,,1,FALSE,FALSE,
5/10/2019 16:30,5/10/2019 16:30,Brooklyn,Bartel-Pritchard Square,"40.663032,-73.977845",Raccoon,Employee,Domestic,Healthy,1,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,,FALSE,FALSE,
12/3/2018 15:30,12/2/2018 15:45,Brooklyn,Prospect Park,West Drive between Grand Army Plaza and Picnic House,Raccoon,Public,Native,Healthy,1,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
11/1/2018 9:26,11/1/2018 9:30,Brooklyn,Prospect Park,By the Peninsula,Raccoon,Employee,Native,Healthy,1.5,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
8/20/2018 10:00,8/20/2018 10:00,Manhattan,Central Park,85th st. and East Drive,Raccoon,Other,Native,Healthy,0.5,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
8/19/2018 13:00,8/19/2018 13:00,Manhattan,Central Park,85th and East Drive,Raccoon,Other,Native,Healthy,1,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,,TRUE,FALSE,
8/11/2018 16:10,8/11/2018 16:10,Manhattan,Central Park,East 106th 5th Ave Entrance to the Conservatory Gardens,Raccoon,Employee,Native,Healthy,0.5,Adult,Small Mammals-RVS,No data,Monitored Animal,1,FALSE,TRUE,,0.15,FALSE,FALSE,
7/21/2018 14:00,7/21/2018 14:50,Manhattan,Central Park,Conservatory Garden,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
2/22/2019 12:00,2/23/2019 9:30,Bronx,Van Cortlandt Park,Van Cortlandt Lake,Swan,Public,Native,Injured,1.75,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1.75,FALSE,FALSE,
2/22/2019 12:00,2/22/2019 12:00,Bronx,Van Cortlandt Park,Van Cortlandt Lake,Swan,Public,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
2/17/2019 9:30,2/17/2019 10:00,Brooklyn,Prospect Park,"Lullwater at Prospect Park Audubon Center (40.661455, -73.965718)",Canada Goose,Central,Native,Injured,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
9/3/2018 15:30,9/3/2018 15:45,Brooklyn,Prospect Park,Prospect Park Audubon Center,Canada Goose,Public,Native,Injured,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
6/7/2019 15:15,6/7/2019 15:20,Queens,Flushing Meadows Corona Park,Tide Gate Bridge,Cormorant,Employee,Native,Injured,2.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
9/9/2018 11:55,9/9/2018 12:03,Queens,Baisley Pond Park,158th Street near water,Canada Goose,Central,Native,Injured,2,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
8/17/2018 12:00,8/17/2018 15:10,Queens,Rockaway Beach and Boardwalk,"Beach 55th St and surf, near shoreline outside of plover site",gull,Employee,Native,Injured,3.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
8/10/2018 22:05,8/11/2018 13:45,Queens,Rockaway Beach and Boardwalk,Beach 119th St and surf,gull,Central,Native,Injured,2,Adult,Birds,1-1-1601537307,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
5/9/2019 10:30,5/9/2019 10:45,Staten Island,Willowbrook Park,Next to pond,Canada Goose,Employee,Native,Injured,0.75,Adult,Birds,,Monitored Animal,2,FALSE,TRUE,,0.75,FALSE,FALSE,
5/2/2019 12:30,5/2/2019 13:30,Staten Island,Willowbrook Park,Near pond,Canada Goose,Employee,Native,Injured,1.25,Adult,Birds,,Monitored Animal,2,FALSE,TRUE,,1.25,FALSE,FALSE,
2/28/2019 13:30,2/28/2019 13:40,Staten Island,Historic Richmondtown,Pond across St. Andrew's Church,Canada Goose,Employee,Native,Injured,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
12/4/2018 9:30,12/5/2018 10:40,Staten Island,Willowbrook Park,Willowbrook Lake,Canada Goose,Employee,Native,Injured,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
12/4/2018 9:30,12/4/2018 11:09,Staten Island,Willowbrook Park,Willowbrook Lake,Canada Goose,Employee,Native,Injured,2,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,2,FALSE,FALSE,
7/17/2018 18:15,7/21/2018 14:43,Staten Island,Ocean Breeze Track & Field Athletic Complex,,Herring Gull,Employee,Native,Injured,0.25,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
7/17/2018 18:15,7/19/2018 12:08,Staten Island,Ocean Breeze Track & Field Athletic Complex,,Herring Gull,Employee,Native,Injured,0.25,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
7/17/2018 18:15,7/18/2018 13:00,Staten Island,Ocean Breeze Track & Field Athletic Complex,,Herring Gull,Employee,Native,Injured,0.25,Adult,Birds,No data,Monitored Animal,1,TRUE,TRUE,,0.25,FALSE,FALSE,
4/28/2019 8:25,4/28/2019 8:30,Manhattan,Central Park,Harlem Meer; on the North side of the Island in the middle of the Meer,Egret,"Conservancies/""Friends of"" Groups",Native,No data,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
3/30/2019 15:15,3/30/2019 15:30,Staten Island,Willowbrook Park,Near Pond,Canada Goose,Central,Native,No data,0.75,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.75,FALSE,FALSE,
2/25/2019 13:19,2/26/2019 10:56,Staten Island,Historic Richmond town,In creek behind Richmond Tavern,Canada Goose,Public,Native,No data,0.25,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
1/2/2019 13:25,1/2/2019 13:30,Staten Island,Willowbrook Park,Willowbrook Pond,Canada Goose,Employee,Native,No data,1.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1.5,FALSE,FALSE,
11/3/2018 17:00,11/5/2018 13:55,Staten Island,Willowbrook Park,Pond,Domestic Duck,Employee,Domestic,No data,1.25,Adult,Domestic,,Monitored Animal,11,FALSE,TRUE,,0.5,FALSE,FALSE,
9/2/2018 9:00,9/2/2018 9:25,Manhattan,Central Park,96th st. and West Drive,Raccoon,Public,Native,No data,0.5,Adult,Small Mammals-RVS,1-1-1612025711,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
7/27/2018 0:00,7/27/2018 9:00,Manhattan,Central Park,Central Park - 110th St Playground at Dana Center,raccoon,"Conservancies/""Friends of"" Groups",Native,No data,0.5,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
3/29/2019 15:00,3/29/2019 15:00,Brooklyn,Prospect Park,Ice ladder Ladder 26 lullwater 40.659509. -73.968214,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,No data,Monitored Animal,1,FALSE,TRUE,,2,FALSE,FALSE,
11/25/2018 10:30,11/25/2018 10:50,Brooklyn,Prospect Park,Park entrance at Bartel-Pritchard Square,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,2,FALSE,FALSE,
10/23/2018 16:45,10/23/2018 17:10,Brooklyn,Prospect Park,Center Drive and East Drive,Raccoon,Employee,Native,Unhealthy,0.75,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,,FALSE,FALSE,
10/11/2018 23:00,10/11/2018 12:00,Brooklyn,Prospect Park,Center Drive and West Drive,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
8/24/2018 7:20,8/24/2018 8:40,Manhattan,Central Park,On lawn across from Bow Bridge and,Raccoon,"Conservancies/""Friends of"" Groups",Domestic,Unhealthy,1.5,Adult,Small Mammals-RVS,No data,Monitored Animal,1,FALSE,TRUE,,1.75,FALSE,FALSE,
2/20/2019 16:00,2/20/2019 16:00,Manhattan,Inwood Hill Park,At the Rock Formations (AKA Indian Caves) in The Clove section of the park. The unhealthy raccoon was seen in the lowest of the cave crevices,Raccoon,Observed by Ranger,Native,Unhealthy,2,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
8/3/2018 9:30,8/3/2018 9:55,Manhattan,Central Park,102nd st & East Drive,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,0.5,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
8/2/2018 0:00,8/2/2018 12:30,Manhattan,Central Park,Chess & Checkers House,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
7/31/2018 15:35,7/31/2018 15:35,Manhattan,Central Park,E 90th ST & 5th Ave,Raccoon,Observed by Ranger,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
7/31/2018 11:35,7/31/2018 11:39,Manhattan,Central Park,E 90th St & 5th Ave,Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,1.5,FALSE,FALSE,
3/14/2019 14:15,3/14/2019 14:20,Queens,Highland Park,"Behind  ballfield 4, 40.684058, -73.893347",Raccoon,Employee,Native,Unhealthy,1.5,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
2/22/2019 12:00,2/24/2019 11:00,Bronx,Van Cortlandt Park,Van Cortlandt Lake,Swan,Public,Native,Healthy,1.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,TRUE,,1.5,FALSE,FALSE,
12/5/2018 8:30,12/5/2018 8:30,Brooklyn,Marine Park,Burnett St. Path between Avenue U and Avenue V,Swan,Employee,Invasive,Healthy,2,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,TRUE,,2,FALSE,FALSE,
12/4/2018 8:30,12/4/2018 9:00,Brooklyn,Marine Park,Burnett St. Path between Avenue U and Avenue V,Swan,Public,Invasive,Healthy,1,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,TRUE,,1,FALSE,FALSE,
10/16/2018 14:30,10/16/2018 15:00,Brooklyn,Brooklyn Bridge Park,99 Plymouth Street,yellow bellied sap-sucker,Employee,Native,Healthy,1,Adult,Birds,No data,Relocated/Condition Corrected,1,FALSE,TRUE,,0.5,FALSE,FALSE,
5/23/2019 12:00,5/23/2019 12:15,Manhattan,Central Park,E 85th and 5th Ave,Red-eyed Vireo,Public,Native,Healthy,1,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,TRUE,,0.5,FALSE,FALSE,
5/3/2019 8:55,5/3/2019 9:10,Brooklyn,Marine Park,Carro Center,Opossum,Employee,Native,Healthy,0.75,Adult,Small Mammals-non RVS,1-1-1714320460,Relocated/Condition Corrected,1,FALSE,TRUE,,0.25,FALSE,FALSE,
3/22/2019 11:55,3/22/2019 12:05,Brooklyn,Owl's Head Park,Men's Bathroom,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,1-1-1696746580,Relocated/Condition Corrected,1,FALSE,TRUE,,0.5,FALSE,FALSE,
3/20/2019 15:50,3/20/2019 15:52,Brooklyn,Owl's Head Park,Colonial Road and 68th Street,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,1-1-1694107590,Relocated/Condition Corrected,1,FALSE,TRUE,,0.25,FALSE,FALSE,
9/19/2018 14:48,9/19/2018 15:00,Manhattan,Central Park,Met museum on 84st/5ave by flagpole/vendors,Raccoon,Central,Native,Healthy,2,Adult,Small Mammals-RVS,1-1-1617694790,Relocated/Condition Corrected,1,FALSE,TRUE,,2,FALSE,FALSE,
6/5/2018 0:00,6/5/2018 0:01,Manhattan,Abingdon Square,,raccoon,Central,Native,Healthy,0.75,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,TRUE,,1,FALSE,FALSE,
1/21/2019 8:30,1/21/2019 8:30,Staten Island,Blue Heron Park,Nature Center,White throated sparrow,Observed by Ranger,Native,No data,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,TRUE,,2,FALSE,FALSE,
12/4/2018 9:30,12/11/2018 14:38,Staten Island,Willowbrook Park,Willowbrook Lake,Canada Goose,Employee,Native,Injured,1,Adult,Birds,,Unfounded,1,FALSE,TRUE,,1,FALSE,FALSE,
12/4/2018 9:30,12/6/2018 9:21,Staten Island,Willowbrook Park,Willowbrook Lake,Canada Goose,Employee,Native,Injured,0.5,Adult,Birds,,Unfounded,1,FALSE,TRUE,,0.5,FALSE,FALSE,
3/24/2019 12:00,3/24/2019 12:00,Brooklyn,Prospect Park,North Lullwater,Red-Eared Slider,Employee,Invasive,Injured,2,Adult,Terrestrial Reptile or Amphibian,,Unfounded,1,TRUE,TRUE,,1,FALSE,FALSE,
9/3/2018 18:11,9/4/2018 11:49,Brooklyn,Prospect Park,By the Audubon Center/Boathouse,Swan,Central,Native,No data,1,Adult,Birds,1-11-612693625,Unfounded,1,FALSE,TRUE,,0.5,FALSE,FALSE,
8/26/2018 11:50,8/26/2018 11:50,Manhattan,Inwood Hill Park,Blue Trail/ Payson Ave,Deer,Observed by Ranger,Native,No data,1,Adult,Deer,,Unfounded,1,FALSE,TRUE,,1,FALSE,FALSE,
2/27/2019 15:30,3/4/2019 14:37,Staten Island,Historic Richmond Town,Mill Creek,Canada Goose,Other,Native,No data,1,Adult,Domestic,,Unfounded,0,FALSE,TRUE,,0.25,FALSE,FALSE,
9/2/2018 9:15,9/2/2018 9:40,Manhattan,Central Park,93rd st and Wesr Drive,Raccoon,"Conservancies/""Friends of"" Groups",Native,No data,0.5,Adult,Small Mammals-RVS,,Unfounded,1,FALSE,TRUE,,0.5,FALSE,FALSE,
