fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,price_earnings,price_book,price_sales,price_cashflow,median_market_cap,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology
GSTRX,Goldman Sachs Strategic Growth Fund Class R,Large Growth,Goldman Sachs,166030000,16.64,0,3,1/5/2009,Growth,Large,USD,1.39,1.06,1.62,98.38,0,0,0,0,23.68,5.31,3.21,15.2,"119,635.16",2.63,14.9,8.57,0.79,5.64,16.27,0,2.37,1.94,9.08,37.82
GSTSX,Goldman Sachs Strategic Growth Fund Service Class,Large Growth,Goldman Sachs,166030000,16.69,0,3,5/23/1999,Growth,Large,USD,1.25,1.06,1.62,98.38,0,0,0,0,23.68,5.31,3.21,15.2,"119,635.16",2.63,14.9,8.57,0.79,5.64,16.27,0,2.37,1.94,9.08,37.82
GSTTX,Goldman Sachs Strategic Growth Fund Investor Class,Large Growth,Goldman Sachs,166030000,16.82,0.2,3,1/5/2009,Growth,Large,USD,0.89,1.06,1.62,98.38,0,0,0,0,23.68,5.31,3.21,15.2,"119,635.16",2.63,14.9,8.57,0.79,5.64,16.27,0,2.37,1.94,9.08,37.82
GSTUX,Goldman Sachs Short Duration Government Fund Class R6,Short Government,Goldman Sachs,1000000000,0.96,2.5,4,7/30/2015,,,USD,0.47,0.74,22.03,0,77.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSUAX,Goldman Sachs U.S. Mortgages Fund Class A Shares,Intermediate Government,Goldman Sachs,455460000,1.96,2.72,4,11/2/2003,,,USD,0.8,0.83,0.08,0,99.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSUIX,Goldman Sachs U.S. Mortgages Fund Institutional Shares,Intermediate Government,Goldman Sachs,455460000,2.15,3.06,5,11/2/2003,,,USD,0.46,0.83,0.08,0,99.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSUKX,Goldman Sachs International Equity Income Fund Class R6,Foreign Large Blend,Goldman Sachs,51620000,10.81,3.28,3,2/25/2016,Value,Large,USD,0.84,1.01,1.2,98.8,0,0,0,0,14.7,1.64,1.49,6.32,"54,411.90",4.56,3.92,20.25,8.87,8.32,15.36,6.69,4.81,7.56,16.31,3.34
GSUPX,Goldman Sachs U.S. Mortgages Fund Class Separate Account Institutional Shares,Intermediate Government,Goldman Sachs,455460000,2.15,3.07,5,11/2/2003,,,USD,0.45,0.83,0.08,0,99.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSURX,Goldman Sachs U.S. Equity Insights Fund Class R,Large Blend,Goldman Sachs,1690000000,12.96,0.05,3,11/29/2007,Blend,Large,USD,1.19,0.94,2.25,97.75,0,0,0,0,14.78,2.52,1.63,7.29,"60,706.95",1.62,10.09,18.83,2.5,5.1,18.67,5.99,0.08,5.88,8.86,22.39
GSUSX,Goldman Sachs U.S. Equity Insights Fund Class C,Large Blend,Goldman Sachs,1690000000,12.81,0,3,8/14/1997,Blend,Large,USD,1.69,0.94,2.25,97.75,0,0,0,0,14.78,2.52,1.63,7.29,"60,706.95",1.62,10.09,18.83,2.5,5.1,18.67,5.99,0.08,5.88,8.86,22.39
GSUTX,Goldman Sachs U.S. Equity Insights Fund Investor Class,Large Blend,Goldman Sachs,1690000000,13.08,0.63,3,11/29/2007,Blend,Large,USD,0.69,0.94,2.25,97.75,0,0,0,0,14.78,2.52,1.63,7.29,"60,706.95",1.62,10.09,18.83,2.5,5.1,18.67,5.99,0.08,5.88,8.86,22.39
GSVCX,Goldman Sachs Large Cap Value Fund Class C,Large Value,Goldman Sachs,493160000,11.54,0,1,12/14/1999,Value,Large,USD,1.86,1,1.22,98.78,0,0,0,0,16.38,2.23,2.02,8.47,"88,863.91",2.98,6.53,20.33,4.98,7.26,15.96,6.33,6.37,9.45,7.88,11.93
GSVRX,Goldman Sachs Large Cap Value Fund Class R,Large Value,Goldman Sachs,493160000,11.8,0.68,1,11/29/2007,Value,Large,USD,1.36,1,1.22,98.78,0,0,0,0,16.38,2.23,2.02,8.47,"88,863.91",2.98,6.53,20.33,4.98,7.26,15.96,6.33,6.37,9.45,7.88,11.93
GSVSX,Goldman Sachs Large Cap Value Fund Service Class,Large Value,Goldman Sachs,493160000,11.8,0.34,1,12/14/1999,Value,Large,USD,1.29,1,1.22,98.78,0,0,0,0,16.38,2.23,2.02,8.47,"88,863.91",2.98,6.53,20.33,4.98,7.26,15.96,6.33,6.37,9.45,7.88,11.93
GSVTX,Goldman Sachs Large Cap Value Fund Investor Class,Large Value,Goldman Sachs,493160000,11.86,1.09,2,11/29/2007,Value,Large,USD,0.86,1,1.22,98.78,0,0,0,0,16.38,2.23,2.02,8.47,"88,863.91",2.98,6.53,20.33,4.98,7.26,15.96,6.33,6.37,9.45,7.88,11.93
GSVUX,Goldman Sachs Large Cap Value Fund Class R6,Large Value,Goldman Sachs,493160000,11.93,1.16,2,7/30/2015,Value,Large,USD,0.78,1,1.22,98.78,0,0,0,0,16.38,2.23,2.02,8.47,"88,863.91",2.98,6.53,20.33,4.98,7.26,15.96,6.33,6.37,9.45,7.88,11.93
GSXAX,Aberdeen U.S. Small Cap Equity Fund Class A,Small Growth,Aberdeen,1220000000,14.86,0.01,3,11/1/1998,Growth,Small,USD,1.35,1.2,1.9,98.1,0,0,0,0,19.44,2.3,1.23,11.4,"2,152.65",14.53,17.36,14.02,4.09,5.69,8.95,0,0,1.17,14.47,19.72
GSXCX,Aberdeen U.S. Small Cap Equity Fund Class C,Small Growth,Aberdeen,1220000000,14.66,0,3,2/28/2001,Growth,Small,USD,2.06,1.2,1.9,98.1,0,0,0,0,19.44,2.3,1.23,11.4,"2,152.65",14.53,17.36,14.02,4.09,5.69,8.95,0,0,1.17,14.47,19.72
GSXIX,Aberdeen U.S. Small Cap Equity Fund Institutional Service Class,Small Growth,Aberdeen,1220000000,14.91,0.05,3,11/1/1998,Growth,Small,USD,1.08,1.2,1.9,98.1,0,0,0,0,19.44,2.3,1.23,11.4,"2,152.65",14.53,17.36,14.02,4.09,5.69,8.95,0,0,1.17,14.47,19.72
GSYAX,Goldman Sachs N-11 Equity Fund Class A,Diversified Emerging Mkts,Goldman Sachs,36550000,7.36,0.66,1,2/27/2011,Blend,Large,USD,1.74,1.36,0.64,99.36,0,0,0,0,9.44,1.53,1.19,5.27,"10,521.98",13.35,5.1,39.9,3.98,11.68,2.8,0.83,5.38,0.68,2.79,13.51
GSYCX,Goldman Sachs N-11 Equity Fund Class C,Diversified Emerging Mkts,Goldman Sachs,36550000,7.05,0,1,2/27/2011,Blend,Large,USD,2.49,1.36,0.64,99.36,0,0,0,0,9.44,1.53,1.19,5.27,"10,521.98",13.35,5.1,39.9,3.98,11.68,2.8,0.83,5.38,0.68,2.79,13.51
GSYFX,Goldman Sachs N-11 Equity Fund Class R6,Diversified Emerging Mkts,Goldman Sachs,36550000,7.33,1.39,1,2/27/2018,Blend,Large,USD,1.34,1.36,0.64,99.36,0,0,0,0,9.44,1.53,1.19,5.27,"10,521.98",13.35,5.1,39.9,3.98,11.68,2.8,0.83,5.38,0.68,2.79,13.51
GSYIX,Goldman Sachs N-11 Equity Fund Institutional Class,Diversified Emerging Mkts,Goldman Sachs,36550000,7.33,1.3,1,2/27/2011,Blend,Large,USD,1.35,1.36,0.64,99.36,0,0,0,0,9.44,1.53,1.19,5.27,"10,521.98",13.35,5.1,39.9,3.98,11.68,2.8,0.83,5.38,0.68,2.79,13.51
GSYRX,Goldman Sachs N-11 Equity Fund Investor Class,Diversified Emerging Mkts,Goldman Sachs,36550000,7.33,0.82,1,2/27/2011,Blend,Large,USD,1.49,1.36,0.64,99.36,0,0,0,0,9.44,1.53,1.19,5.27,"10,521.98",13.35,5.1,39.9,3.98,11.68,2.8,0.83,5.38,0.68,2.79,13.51
GSZAX,Goldman Sachs Strategic Income Fund Class A,Nontraditional Bond,Goldman Sachs,1770000000,3.51,3.23,1,6/29/2010,Blend,Small,USD,0.95,1.18,11.45,1.4,83.76,0.28,0,0.12,0,0,9.02,40.83,"1,042.25",0,0,0,0,0,0,0,0,100,0,0
GSZCX,Goldman Sachs Strategic Income Fund Class C,Nontraditional Bond,Goldman Sachs,1770000000,3.32,2.47,1,6/29/2010,Blend,Small,USD,1.7,1.18,11.45,1.4,83.76,0.28,0,0.12,0,0,9.02,40.83,"1,042.25",0,0,0,0,0,0,0,0,100,0,0
GSZIX,Goldman Sachs Strategic Income Fund Institutional Class,Nontraditional Bond,Goldman Sachs,1770000000,3.59,3.57,1,6/29/2010,Blend,Small,USD,0.61,1.18,11.45,1.4,83.76,0.28,0,0.12,0,0,9.02,40.83,"1,042.25",0,0,0,0,0,0,0,0,100,0,0
GSZRX,Goldman Sachs Strategic Income Fund Class R,Nontraditional Bond,Goldman Sachs,1770000000,3.43,2.98,1,6/29/2010,Blend,Small,USD,1.2,1.18,11.45,1.4,83.76,0.28,0,0.12,0,0,9.02,40.83,"1,042.25",0,0,0,0,0,0,0,0,100,0,0
GSZUX,Goldman Sachs Strategic Income Fund Class R6,Nontraditional Bond,Goldman Sachs,1770000000,3.59,3.57,2,7/30/2015,Blend,Small,USD,0.6,1.18,11.45,1.4,83.76,0.28,0,0.12,0,0,9.02,40.83,"1,042.25",0,0,0,0,0,0,0,0,100,0,0
GTABX,Invesco Mid Cap Core Equity B,Mid-Cap Blend,Invesco,1200000000,14.21,0,2,3/31/1993,Growth,Medium,USD,1.99,1.06,20.24,79.76,0,0,0,0,21.09,3.25,2.28,14.7,"12,483.93",4.86,20.56,12.23,1.61,4.55,9.44,1.48,0,5.91,15.69,23.68
GTACX,Invesco Mid Cap Core Equity Fund Class C,Mid-Cap Blend,Invesco,975320000,13.84,0,2,5/2/1999,Blend,Medium,USD,2.01,1.06,22.18,77.83,0,0,0,0,14.26,2.66,1.6,11.63,"10,316.81",3.55,9.45,13.35,0,10.14,10.88,2.2,0,7.41,20.63,22.38
GTADX,Goldman Sachs Target Date 2025 Portfolio A Shares,Target-Date 2025,Goldman Sachs,7320000,8.39,2.7,0,8/21/2016,Blend,Large,USD,0.67,0.45,2.58,47.02,50.34,0.04,0,0.01,13.38,2.05,1.29,6.98,"31,089.11",3.58,12.89,15.13,6.82,11.26,11.99,3.75,3.1,4.03,9.79,17.67
GTAFX,Invesco Mid Cap Core Equity Fund Class R6,Mid-Cap Blend,Invesco,975320000,14.12,0.91,3,9/23/2012,Blend,Medium,USD,0.82,1.06,22.18,77.83,0,0,0,0,14.26,2.66,1.6,11.63,"10,316.81",3.55,9.45,13.35,0,10.14,10.88,2.2,0,7.41,20.63,22.38
GTAGX,Invesco Mid Cap Core Equity Fund Class A,Mid-Cap Blend,Invesco,975320000,14.03,0.1,2,6/8/1987,Blend,Medium,USD,1.26,1.06,22.18,77.83,0,0,0,0,14.26,2.66,1.6,11.63,"10,316.81",3.55,9.45,13.35,0,10.14,10.88,2.2,0,7.41,20.63,22.38
GTAHX,Goldman Sachs Target Date 2020 Portfolio A Shares,Target-Date 2020,Goldman Sachs,7410000,7.49,2.27,2,8/21/2016,Blend,Large,USD,0.68,0.46,3.06,37.05,59.79,0.05,0,0.02,13.35,2.04,1.28,6.96,"31,539.75",3.6,12.91,15.11,6.68,11.33,11.96,3.74,3.11,4.05,9.83,17.68
GTAJX,Goldman Sachs Target Date 2030 Portfolio A Shares,Target-Date 2030,Goldman Sachs,5360000,9.08,1.63,3,8/21/2016,Blend,Large,USD,0.68,0.44,4.3,54.56,41.09,0.04,0,0.01,13.36,2.05,1.28,6.97,"30,405.34",3.6,12.9,15.17,6.76,11.24,12,3.75,3.08,4.02,9.84,17.63
GTALX,Goldman Sachs Target Date 2035 Portfolio A Shares,Target-Date 2035,Goldman Sachs,7190000,9.91,2.7,0,8/21/2016,Blend,Large,USD,0.67,0.45,3.09,64.71,32.17,0.03,0,0.01,13.38,2.05,1.28,6.98,"30,553.45",3.59,12.89,15.14,6.84,11.22,12,3.75,3.09,4.01,9.83,17.65
GTAMX,Goldman Sachs Target Date 2040 Portfolio A Shares,Target-Date 2040,Goldman Sachs,7580000,10.8,1.63,3,8/21/2016,Blend,Large,USD,0.66,0.45,3.64,76.95,19.36,0.03,0,0.01,13.38,2.05,1.28,6.98,"30,015.57",3.61,12.9,15.13,6.85,11.18,11.99,3.75,3.08,4,9.87,17.64
GTANX,Goldman Sachs Target Date 2055 Portfolio A Shares,Target-Date 2055,Goldman Sachs,7080000,11.64,2.31,0,8/21/2016,Blend,Large,USD,0.65,0.45,4.18,88.41,7.36,0.04,0,0.01,13.37,2.04,1.28,6.98,"29,400.32",3.63,12.89,15.15,6.91,11.15,11.97,3.74,3.07,3.99,9.91,17.59
GTAPX,Glenmede Quantitative U.S. Long/Short Equity Portfolio,Long-Short Equity,Glenmede,288170000,2.26,0,2,9/28/2006,Value,Medium,USD,2.26,2.17,41.68,58.32,0,0,0,0,13.11,1.96,0.91,6.29,"11,340.83",4.27,11.56,17.42,8.06,6.09,12.48,3.58,1.07,3.17,18.38,13.93
GTAQX,Goldman Sachs Target Date 2045 Portfolio A Shares,Target-Date 2045,Goldman Sachs,7570000,11.74,2.33,0,8/21/2016,Blend,Large,USD,0.65,0.45,4.83,87.12,8,0.04,0,0.01,13.37,2.04,1.28,6.97,"29,552.31",3.64,12.88,15.14,6.95,11.18,11.95,3.74,3.08,3.99,9.9,17.55
GTARX,Invesco Mid Cap Core Equity Fund Class R,Mid-Cap Blend,Invesco,975320000,13.93,0,2,6/2/2002,Blend,Medium,USD,1.51,1.06,22.18,77.83,0,0,0,0,14.26,2.66,1.6,11.63,"10,316.81",3.55,9.45,13.35,0,10.14,10.88,2.2,0,7.41,20.63,22.38
GTASX,Goldman Sachs Target Date 2050 Portfolio A Shares,Target-Date 2050,Goldman Sachs,6910000,11.59,1.64,3,8/21/2016,Blend,Large,USD,0.66,0.45,4.51,87.72,7.72,0.04,0,0.01,13.37,2.03,1.28,6.96,"29,145.49",3.65,12.88,15.17,6.95,11.15,11.94,3.74,3.07,3.99,9.91,17.55
GTATX,Goldman Sachs High Quality Floating Rate Fund Investor Shares,Ultrashort Bond,Goldman Sachs,470120000,0.65,2.35,2,11/29/2007,,,USD,0.45,0.49,7.58,0,92.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTAUX,Goldman Sachs High Quality Floating Rate Fund Class R6 Shares,Ultrashort Bond,Goldman Sachs,470120000,0.68,2.45,4,7/30/2015,,,USD,0.35,0.49,7.58,0,92.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTAVX,Invesco Mid Cap Core Equity Fund R5 Class,Mid-Cap Blend,Invesco,975320000,14.11,0.73,2,3/14/2002,Blend,Medium,USD,0.9,1.06,22.18,77.83,0,0,0,0,14.26,2.66,1.6,11.63,"10,316.81",3.55,9.45,13.35,0,10.14,10.88,2.2,0,7.41,20.63,22.38
GTAWX,Glenmede Short Term Tax Aware Fixed Income Portfolio,Muni National Short,Glenmede,36960000,1.02,1.07,0,6/28/2016,Value,Medium,USD,0.56,0.64,10.64,0,89.28,0.07,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTAYX,Invesco Mid Cap Core Equity Fund Class Y,Mid-Cap Blend,Invesco,975320000,14.1,0.5,2,10/2/2008,Blend,Medium,USD,1.01,1.06,22.18,77.83,0,0,0,0,14.26,2.66,1.6,11.63,"10,316.81",3.55,9.45,13.35,0,10.14,10.88,2.2,0,7.41,20.63,22.38
GTCAX,Gabelli Global Content & Connectivity Fund Class A,Communications,Gabelli,79600000,7.41,0.52,2,2/29/2000,Blend,Large,USD,1.73,1.38,0,99.86,0,0,0.14,0,10.89,1.72,1.25,5.6,"20,690.12",0,17.08,5.44,3.97,0.19,0.7,0.01,58.81,0,1.03,12.78
GTCCX,Gabelli Global Content & Connectivity Fund Class C,Communications,Gabelli,79600000,7.16,0,1,6/1/2000,Blend,Large,USD,2.48,1.38,0,99.86,0,0,0.14,0,10.89,1.72,1.25,5.6,"20,690.12",0,17.08,5.44,3.97,0.19,0.7,0.01,58.81,0,1.03,12.78
GTCEX,Glenmede Strategic Equity Portfolio,Large Blend,Glenmede,246030000,14.23,0.81,4,7/19/1989,Blend,Large,USD,0.83,0.94,1.93,98.07,0,0,0,0,16.87,3.56,2.29,11.76,"68,415.81",0,9.07,17.41,0,12.34,16.97,0,0,4,17.31,22.9
GTCGX,Glenmede Fund Core Fixed Income Portfolio,Intermediate-Term Bond,Glenmede,513960000,3.05,2.4,2,11/16/1988,Blend,Small,USD,0.52,0.76,3.2,0,96.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTCIX,Glenmede Quantitative International Equity Portfolio,Foreign Large Blend,Glenmede,288130000,8.41,2.42,2,11/16/1988,Value,Large,USD,1,1.01,0.05,99.95,0,0,0,0,10.92,1.38,0.8,6.01,"29,986.14",8.85,8.3,20.44,4.83,10.99,10.63,4.08,2.78,5.43,16.38,7.29
GTCMX,Glenmede Municipal Intermediate Portfolio,Muni National Interm,Glenmede,310640000,2.18,1.9,2,6/4/1992,Value,Medium,USD,0.23,0.75,4.17,0,95.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTCSX,Glenmede Small Cap Equity Portfolio Class Advisor,Small Blend,Glenmede,2940000000,12.35,0.19,3,2/28/1991,Blend,Small,USD,0.9,1.15,2.4,97.6,0,0,0,0,14.41,1.77,1.11,7.08,"2,527.39",5.83,15.01,14.72,6.86,2.78,14.86,1.61,1.63,4.25,10.24,22.21
GTDBX,Invesco Developing Markets B,Diversified Emerging Mkts,Invesco,3550000000,29.36,0,3,11/2/1997,Blend,Large,USD,2.17,1.36,12.3,84.54,0,0,3.16,0,14.99,2.05,2.13,6.02,"18,205.08",3.38,6.95,30.42,4.43,20.36,5.99,1.16,6.36,2.63,1.57,16.75
GTDCX,Invesco Developing Markets Fund Class C,Diversified Emerging Mkts,Invesco,2210000000,11.77,0.44,3,2/28/1999,Growth,Large,USD,2.16,1.36,3.52,96.48,0,0,0,0,10.61,1.75,1.84,10.5,"15,326.54",1.53,7.16,35.26,4.27,17.99,6.16,0,5.09,3.06,4.9,14.59
GTDDX,Invesco Developing Markets Fund Class A,Diversified Emerging Mkts,Invesco,2210000000,11.92,1.37,3,1/10/1994,Growth,Large,USD,1.41,1.36,3.52,96.48,0,0,0,0,10.61,1.75,1.84,10.5,"15,326.54",1.53,7.16,35.26,4.27,17.99,6.16,0,5.09,3.06,4.9,14.59
GTDFX,Invesco Developing Markets Fund Class R6,Diversified Emerging Mkts,Invesco,2210000000,12.05,1.89,3,9/23/2012,Growth,Large,USD,1.01,1.36,3.52,96.48,0,0,0,0,10.61,1.75,1.84,10.5,"15,326.54",1.53,7.16,35.26,4.27,17.99,6.16,0,5.09,3.06,4.9,14.59
GTDIX,Invesco Developing Markets Fund R5 Class,Diversified Emerging Mkts,Invesco,2210000000,12.04,1.82,4,10/24/2005,Growth,Large,USD,1.06,1.36,3.52,96.48,0,0,0,0,10.61,1.75,1.84,10.5,"15,326.54",1.53,7.16,35.26,4.27,17.99,6.16,0,5.09,3.06,4.9,14.59
GTDTX,Goldman Sachs Short Duration Government Fund Investor Class,Short Government,Goldman Sachs,1000000000,0.93,2.4,3,11/29/2007,,,USD,0.57,0.74,22.03,0,77.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTDYX,Invesco Developing Markets Fund Class Y,Diversified Emerging Mkts,Invesco,2210000000,12,1.68,4,10/2/2008,Growth,Large,USD,1.16,1.36,3.52,96.48,0,0,0,0,10.61,1.75,1.84,10.5,"15,326.54",1.53,7.16,35.26,4.27,17.99,6.16,0,5.09,3.06,4.9,14.59
GTECX,Gateway Fund Class C Shares,Options-based,Natixis Funds,8240000000,4.78,0.33,3,2/18/2008,Blend,Large,USD,1.7,1.44,2.92,97.08,0,0,0,0,16.63,2.91,2.08,8.55,"101,248.42",2.13,11.65,13.59,2.98,7.57,14.43,3.15,3.26,5.38,13.55,22.31
GTENX,Gateway Fund Class N,Options-based,Natixis Funds,8240000000,5.02,1.4,3,4/30/2017,Blend,Large,USD,0.65,1.44,2.92,97.08,0,0,0,0,16.63,2.91,2.08,8.55,"101,248.42",2.13,11.65,13.59,2.98,7.57,14.43,3.15,3.26,5.38,13.55,22.31
GTEYX,Gateway Fund Class Y Shares,Options-based,Natixis Funds,8240000000,5.01,1.36,4,2/18/2008,Blend,Large,USD,0.7,1.44,2.92,97.08,0,0,0,0,16.63,2.91,2.08,8.55,"101,248.42",2.13,11.65,13.59,2.98,7.57,14.43,3.15,3.26,5.38,13.55,22.31
GTFBX,T. Rowe Price Georgia Tax-Free Bond Fund,Muni Single State Long,T. Rowe Price,370740000,2.56,2.81,3,3/30/1993,Blend,Medium,USD,0.55,0.94,0.01,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTFHX,Madison Tax-Free National Fund Class Y,Muni National Long,Madison Funds,23820000,2.58,2.25,1,12/29/1982,Blend,Large,USD,0.75,0.85,0.38,0,99.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTHCX,Invesco Health Care Fund Class C,Health,Invesco,1370000000,11.56,0,2,2/28/1999,Growth,Large,USD,1.85,1.26,1.59,97.14,0,1.27,0,0,16.34,3.44,2.2,12.32,"46,036.12",0,0,0,0,0.4,98.72,0,0,0,0.5,0.38
GTHIX,Invesco Health Care Fund Investor Class,Health,Invesco,1370000000,11.78,0,2,7/14/2005,Growth,Large,USD,1.1,1.26,1.59,97.14,0,1.27,0,0,16.34,3.44,2.2,12.32,"46,036.12",0,0,0,0,0.4,98.72,0,0,0,0.5,0.38
GTICX,Aberdeen Intermediate Municipal Income Fund Class C,Muni National Interm,Aberdeen,72440000,2.13,2.22,1,9/3/2003,,,USD,1.51,0.75,2.8,0,97.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTIFX,Goldman Sachs Target Date 2025 Portfolio Institutional Shares,Target-Date 2025,Goldman Sachs,7320000,8.5,2.99,0,8/21/2016,Blend,Large,USD,0.28,0.45,2.58,47.02,50.34,0.04,0,0.01,13.38,2.05,1.29,6.98,"31,089.11",3.58,12.89,15.13,6.82,11.26,11.99,3.75,3.1,4.03,9.79,17.67
GTIHX,Goldman Sachs Target Date 2020 Portfolio Institutional Shares,Target-Date 2020,Goldman Sachs,7410000,7.71,2.51,3,8/21/2016,Blend,Large,USD,0.29,0.46,3.06,37.05,59.79,0.05,0,0.02,13.35,2.04,1.28,6.96,"31,539.75",3.6,12.91,15.11,6.68,11.33,11.96,3.74,3.11,4.05,9.83,17.68
GTIJX,Goldman Sachs Target Date 2030 Portfolio Institutional Shares,Target-Date 2030,Goldman Sachs,5360000,9.18,2.02,3,8/21/2016,Blend,Large,USD,0.29,0.44,4.3,54.56,41.09,0.04,0,0.01,13.36,2.05,1.28,6.97,"30,405.34",3.6,12.9,15.17,6.76,11.24,12,3.75,3.08,4.02,9.84,17.63
GTILX,Glenmede Quantitative U.S. Large Cap Growth Equity Portfolio Institutional Shares,Large Growth,Glenmede,3140000000,14.75,0.67,3,11/4/2015,Growth,Large,USD,0.65,1.06,0.17,99.83,0,0,0,0,17.41,5.49,1.81,11.37,"59,280.71",2.26,15.98,13.91,3.05,6.88,13.33,0,0,0.52,18.12,25.94
GTIMX,Goldman Sachs Target Date 2040 Portfolio Institutional Shares,Target-Date 2040,Goldman Sachs,7580000,10.89,1.93,3,8/21/2016,Blend,Large,USD,0.27,0.45,3.64,76.95,19.36,0.03,0,0.01,13.38,2.05,1.28,6.98,"30,015.57",3.61,12.9,15.13,6.85,11.18,11.99,3.75,3.08,4,9.87,17.64
GTIOX,Goldman Sachs Target Date 2035 Portfolio Institutional Shares,Target-Date 2035,Goldman Sachs,7190000,9.98,2.83,0,8/21/2016,Blend,Large,USD,0.28,0.45,3.09,64.71,32.17,0.03,0,0.01,13.38,2.05,1.28,6.98,"30,553.45",3.59,12.89,15.14,6.84,11.22,12,3.75,3.09,4.01,9.83,17.65
GTIPX,Goldman Sachs Target Date 2050 Portfolio Institutional Shares,Target-Date 2050,Goldman Sachs,6910000,11.77,1.95,4,8/21/2016,Blend,Large,USD,0.27,0.45,4.51,87.72,7.72,0.04,0,0.01,13.37,2.03,1.28,6.96,"29,145.49",3.65,12.88,15.17,6.95,11.15,11.94,3.74,3.07,3.99,9.91,17.55
GTIQX,Goldman Sachs Target Date 2045 Portfolio Institutional Shares,Target-Date 2045,Goldman Sachs,7570000,11.82,2.62,0,8/21/2016,Blend,Large,USD,0.26,0.45,4.83,87.12,8,0.04,0,0.01,13.37,2.04,1.28,6.97,"29,552.31",3.64,12.88,15.14,6.95,11.18,11.95,3.74,3.08,3.99,9.9,17.55
GTIRX,Goldman Sachs Investment Grade Credit Fund Investor Shares,Corporate Bond,Goldman Sachs,476920000,5.73,3.4,3,7/28/2011,,,USD,0.47,0.84,1.43,0,97.28,0.11,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTIUX,Goldman Sachs Investment Grade Credit Fund Class R6,Corporate Bond,Goldman Sachs,476920000,5.75,3.5,3,7/30/2015,,,USD,0.37,0.84,1.43,0,97.28,0.11,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTIWX,Goldman Sachs Target Date 2055 Portfolio Institutional Shares,Target-Date 2055,Goldman Sachs,7080000,11.83,2.58,0,8/21/2016,Blend,Large,USD,0.26,0.45,4.18,88.41,7.36,0.04,0,0.01,13.37,2.04,1.28,6.98,"29,400.32",3.63,12.89,15.15,6.91,11.15,11.97,3.74,3.07,3.99,9.91,17.59
GTLIX,Glenmede Quantitative U.S. Large Cap Core Equity Portfolio Institutional Shares,Large Blend,Glenmede,2700000000,10.46,1.33,3,12/29/2015,Blend,Large,USD,0.65,0.94,0.12,99.88,0,0,0,0,13.96,2.65,1.15,7.99,"41,724.54",3.4,11.51,19.67,3.98,7.35,14.35,3.81,2.22,4.47,10.5,18.75
GTLLX,Glenmede Quantitative U.S. Large Cap Growth Equity Portfolio,Large Growth,Glenmede,3140000000,14.72,0.47,4,2/26/2004,Growth,Large,USD,0.85,1.06,0.17,99.83,0,0,0,0,17.41,5.49,1.81,11.37,"59,280.71",2.26,15.98,13.91,3.05,6.88,13.33,0,0,0.52,18.12,25.94
GTLOX,Glenmede Quantitative U.S. Large Cap Core Equity Portfolio,Large Blend,Glenmede,2700000000,10.42,1.13,4,2/26/2004,Blend,Large,USD,0.85,0.94,0.12,99.88,0,0,0,0,13.96,2.65,1.15,7.99,"41,724.54",3.4,11.51,19.67,3.98,7.35,14.35,3.81,2.22,4.47,10.5,18.75
GTMAX,Goldman Sachs Target Date 2050 Portfolio Investor Shares,Target-Date 2050,Goldman Sachs,6910000,11.67,1.81,3,8/21/2016,Blend,Large,USD,0.41,0.45,4.51,87.72,7.72,0.04,0,0.01,13.37,2.03,1.28,6.96,"29,145.49",3.65,12.88,15.17,6.95,11.15,11.94,3.74,3.07,3.99,9.91,17.55
GTMEX,Glenmede Large Cap Value Portfolio,Large Value,Glenmede,57520000,11.61,1.85,3,1/3/1993,Value,Large,USD,0.91,1,0.87,99.13,0,0,0,0,12.5,1.91,1.26,7,"59,637.73",1.26,10.96,21.57,5.34,4.99,15,6.57,3.69,10.58,8.48,11.57
