mission,company,location,date,time,rocket,price,successful
Ranger 6,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1/30/1964,15:49:00,Atlas-LV3 Agena-B,15720000,TRUE
SA-5,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1/29/1964,16:25:00,Saturn I,13480000,TRUE
Explorer 19 (AD-A),NASA,"SLC-5, Vandenberg AFB, California, USA",12/19/1963,18:49:00,Scout X-4,16720000,TRUE
KH-7 Gambit 4004,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",12/18/1963,21:45:00,Atlas-LV3 Agena-D,17530000,TRUE
AC-2 (Test Vehicle),General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",11/27/1963,19:03:00,Atlas-LV3C Centaur-B,18640000,TRUE
KH-7 Gambit 4003,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",10/25/1963,18:59:00,Atlas-LV3 Agena-D,1300000,TRUE
Vela 1A/1B,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",10/17/1963,2:37:00,Atlas-LV3 Agena-D,16960000,TRUE
KH-7 Gambit 4002,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",9/6/1963,19:30:00,Atlas-LV3 Agena-D,4650000,TRUE
Midas 9,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",7/19/1963,3:51:00,Atlas-LV3 Agena-B,10880000,TRUE
KH-7 Gambit 4001,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",7/12/1963,20:46:00,Atlas-LV3 Agena-D,3480000,TRUE
Midas 8,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",6/12/1963,18:00:00,Atlas-LV3 Agena-B,3660000,FALSE
Faith 7 (MA-9),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",5/15/1963,13:04:00,Atlas-D Mercury,1550000,TRUE
Midas 7,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",5/9/1963,20:06:00,Atlas-LV3 Agena-B,12870000,TRUE
Midas 6,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",12/17/1962,20:36:00,Atlas-LV3 Agena-B,11150000,FALSE
Explorer 16 (S-55B),NASA,"LA-3, Wallops Flight Facility, Virginia, USA",12/16/1962,14:33:00,Scout X-3,4620000,TRUE
Samos 11,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",11/11/1962,20:17:00,Atlas-LV3 Agena-B,12260000,TRUE
Ranger 5,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",10/18/1962,16:59:00,Atlas-LV3 Agena-B,3610000,TRUE
Sigma 7 (MA-8),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",10/3/1962,9:13:00,Atlas-D Mercury,18440000,TRUE
Mariner 2,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",8/27/1962,6:53:00,Atlas-LV3 Agena-B,19900000,TRUE
Samos 10,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",8/5/1962,17:59:00,Atlas-LV3 Agena-B,15800000,TRUE
Mariner 1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",7/22/1962,9:21:00,Atlas-LV3 Agena-B,20760000,FALSE
Samos 9,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",7/18/1962,20:15:00,Atlas-LV3 Agena-B,7820000,TRUE
Samos 8,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",6/17/1962,18:14:00,Atlas-LV3 Agena-B,2180000,TRUE
Aurora 7 (MA-7),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",5/24/1962,12:45:00,Atlas-D Mercury,17790000,TRUE
AC-1 (Test Vehicle),General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",5/8/1962,19:49:00,Atlas-LV3C Centaur-A,15930000,FALSE
Samos 7,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",4/26/1962,18:56:00,Atlas-LV3 Agena-B,11880000,TRUE
Solrad 4B,NASA,"LA-3, Wallops Flight Facility, Virginia, USA",4/26/1962,10:49:00,Scout X-2,18240000,FALSE
Ranger 4,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",4/23/1962,20:50:00,Atlas-LV3 Agena-B,12700000,TRUE
Midas 5,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",4/9/1962,15:04:00,Atlas-LV3 Agena-B,5350000,TRUE
Samos 6,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",3/7/1962,22:10:00,Atlas-LV3 Agena-B,3980000,TRUE
Friendship 7 (MA-6),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",2/20/1962,14:47:00,Atlas-D Mercury,10980000,TRUE
Ranger 3,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1/26/1962,20:30:00,Atlas-LV3 Agena-B,12770000,FALSE
Samos 5,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",12/22/1961,19:12:00,Atlas-LV3 Agena-B,23400000,FALSE
Mercury-Atlas 5 (MA-5),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",11/29/1961,15:08:00,Atlas-D Mercury,4240000,TRUE
Samos 4,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",11/22/1961,20:45:00,Atlas-LV3 Agena-B,1240000,FALSE
Ranger 2,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",11/18/1961,8:12:00,Atlas-LV3 Agena-B,16910000,FALSE
Mercury-Scout 1 (MS-1),NASA,"LC-18B, Cape Canaveral AFS, Florida, USA",11/1/1961,15:32:00,Blue Scout II,9140000,FALSE
Midas 4,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",10/21/1961,13:53:00,Atlas-LV3 Agena-B,12520000,FALSE
Mercury-Atlas 4 (MA-4),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",9/13/1961,14:04:00,Atlas-D Mercury,6390000,TRUE
Samos 3,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",9/9/1961,19:28:00,Atlas-LV3 Agena-B,6250000,FALSE
Explorer 13,NASA,"LA-3, Wallops Flight Facility, Virginia, USA",8/25/1961,18:29:00,Scout X-1,15100000,FALSE
Ranger 1,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",8/23/1961,10:04:00,Atlas-LV3 Agena-B,11790000,FALSE
Liberty Bell 7 (MR-4),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",7/21/1961,12:36:00,Mercury-Redstone,3150000,TRUE
Midas 3,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",7/12/1961,15:11:00,Atlas-LV3 Agena-B,16820000,TRUE
Explorer (S-55),NASA,"LA-3, Wallops Flight Facility, Virginia, USA",6/30/1961,17:09:00,Scout X-1,17240000,FALSE
Freedom 7 (MR-3),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",5/5/1961,14:34:00,Mercury-Redstone,6780000,TRUE
Mercury-Atlas 3 (MA-3),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",4/25/1961,16:15:00,Atlas-D Mercury,6040000,FALSE
Mercury-Redstone BD (MR-BD),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",3/24/1961,17:30:00,Mercury-Redstone,18290000,TRUE
Mercury-Atlas 2 (MA-2),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",2/21/1961,14:12:00,Atlas-D Mercury,6830000,TRUE
Explorer 9 (S-56A),NASA,"LA-3, Wallops Flight Facility, Virginia, USA",2/16/1961,13:05:00,Scout X-1,11110000,TRUE
Samos 2,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1/31/1961,20:21:00,Atlas-LV3 Agena-A,19890000,TRUE
Mercury-Redstone 2 (MR-2),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",1/31/1961,16:55:00,Mercury-Redstone,12200000,TRUE
Mercury-Redstone 1A (MR-1A),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",12/19/1960,16:15:00,Mercury-Redstone,11180000,TRUE
Pioneer P-31,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",12/15/1960,9:10:00,Atlas-D Able,3940000,FALSE
Explorer (S-56),NASA,"LA-3, Wallops Flight Facility, Virginia, USA",12/4/1960,21:14:00,Scout X-1,12190000,FALSE
Mercury-Redstone 1 (MR-1),NASA,"LC-5, Cape Canaveral AFS, Florida, USA",11/21/1960,14:00:00,Mercury-Redstone,19790000,FALSE
Samos 1,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",10/11/1960,20:33:00,Atlas-LV3 Agena-A,21590000,FALSE
Pioneer P-30,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",9/25/1960,15:13:00,Atlas-D Able,7960000,FALSE
Mercury-Atlas 1 (MA-1),NASA,"LC-14, Cape Canaveral AFS, Florida, USA",7/29/1960,13:13:00,Atlas-D Mercury,24740000,FALSE
Midas 2,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",5/24/1960,17:36:00,Atlas-LV3 Agena-A,15410000,TRUE
Midas 1,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",2/26/1960,17:25:00,Atlas-LV3 Agena-A,22990000,FALSE
Pioneer P-3,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",11/26/1959,7:26:00,Atlas-D Able,7140000,FALSE
Big Joe 1,NASA,"LC-14, Cape Canaveral AFS, Florida, USA",9/9/1959,8:19:00,Atlas-D Mercury,12210000,FALSE
Pioneer 2,NASA,"SLC-17A, Cape Canaveral AFS, Florida, USA",11/8/1958,7:30:00,Thor-DM 18 Able I,22820000,FALSE
Pioneer 1,NASA,"SLC-17A, Cape Canaveral AFS, Florida, USA",10/11/1958,8:42:00,Thor-DM 18 Able I,5160000,FALSE
